path,participant,type,jump_count,label
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-dj-center/anon_P13-rsz-fps15-dj-center-2.mp4,P13,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-dj-center/anon_P13-rsz-fps15-dj-center-3.mp4,P13,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-dj-center/anon_P13-rsz-fps15-dj-center-4.mp4,P13,dj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-dj-center/anon_P13-rsz-fps15-dj-center-5.mp4,P13,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-cmj-center/anon_P14-rsz-fps15-cmj-center-1.mp4,P14,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-cmj-center/anon_P14-rsz-fps15-cmj-center-2.mp4,P14,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-cmj-center/anon_P14-rsz-fps15-cmj-center-3.mp4,P14,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-cmj-center/anon_P14-rsz-fps15-cmj-center-4.mp4,P14,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-cmj-center/anon_P14-rsz-fps15-cmj-center-5.mp4,P14,cmj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-dj-center/anon_P14-rsz-fps15-dj-center-1.mp4,P14,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-dj-center/anon_P14-rsz-fps15-dj-center-2.mp4,P14,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-dj-center/anon_P14-rsz-fps15-dj-center-3.mp4,P14,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-dj-center/anon_P14-rsz-fps15-dj-center-4.mp4,P14,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P14-rsz-fps15/anon_P14-rsz-fps15-dj-center/anon_P14-rsz-fps15-dj-center-5.mp4,P14,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-cmj-center/anon_P15-rsz-fps15-cmj-center-1.mp4,P15,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-cmj-center/anon_P15-rsz-fps15-cmj-center-2.mp4,P15,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-cmj-center/anon_P15-rsz-fps15-cmj-center-3.mp4,P15,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-cmj-center/anon_P15-rsz-fps15-cmj-center-4.mp4,P15,cmj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-cmj-center/anon_P15-rsz-fps15-cmj-center-5.mp4,P15,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-dj-center/anon_P15-rsz-fps15-dj-center-1.mp4,P15,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-dj-center/anon_P15-rsz-fps15-dj-center-2.mp4,P15,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-dj-center/anon_P15-rsz-fps15-dj-center-3.mp4,P15,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-dj-center/anon_P15-rsz-fps15-dj-center-4.mp4,P15,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P15-rsz-fps15/anon_P15-rsz-fps15-dj-center/anon_P15-rsz-fps15-dj-center-5.mp4,P15,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-cmj-center/anon_P16-rsz-fps15-cmj-center-1.mp4,P16,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-cmj-center/anon_P16-rsz-fps15-cmj-center-2.mp4,P16,cmj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-cmj-center/anon_P16-rsz-fps15-cmj-center-3.mp4,P16,cmj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-cmj-center/anon_P16-rsz-fps15-cmj-center-4.mp4,P16,cmj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-cmj-center/anon_P16-rsz-fps15-cmj-center-5.mp4,P16,cmj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-dj-center/anon_P16-rsz-fps15-dj-center-1.mp4,P16,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-dj-center/anon_P16-rsz-fps15-dj-center-2.mp4,P16,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-dj-center/anon_P16-rsz-fps15-dj-center-3.mp4,P16,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-dj-center/anon_P16-rsz-fps15-dj-center-4.mp4,P16,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P16-rsz-fps15/anon_P16-rsz-fps15-dj-center/anon_P16-rsz-fps15-dj-center-5.mp4,P16,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-cmj-center/anon_P17-rsz-fps15-cmj-center-1.mp4,P17,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-cmj-center/anon_P17-rsz-fps15-cmj-center-2.mp4,P17,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-cmj-center/anon_P17-rsz-fps15-cmj-center-3.mp4,P17,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-cmj-center/anon_P17-rsz-fps15-cmj-center-4.mp4,P17,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-cmj-center/anon_P17-rsz-fps15-cmj-center-5.mp4,P17,cmj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-dj-center/anon_P17-rsz-fps15-dj-center-1.mp4,P17,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-dj-center/anon_P17-rsz-fps15-dj-center-2.mp4,P17,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-dj-center/anon_P17-rsz-fps15-dj-center-3.mp4,P17,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-dj-center/anon_P17-rsz-fps15-dj-center-4.mp4,P17,dj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P17-rsz-fps15/anon_P17-rsz-fps15-dj-center/anon_P17-rsz-fps15-dj-center-5.mp4,P17,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-cmj-center/anon_P18-rsz-fps15-cmj-center-1.mp4,P18,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-cmj-center/anon_P18-rsz-fps15-cmj-center-2.mp4,P18,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-cmj-center/anon_P18-rsz-fps15-cmj-center-3.mp4,P18,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-cmj-center/anon_P18-rsz-fps15-cmj-center-4.mp4,P18,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-cmj-center/anon_P18-rsz-fps15-cmj-center-5.mp4,P18,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-dj-center/anon_P18-rsz-fps15-dj-center-1.mp4,P18,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-dj-center/anon_P18-rsz-fps15-dj-center-2.mp4,P18,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-dj-center/anon_P18-rsz-fps15-dj-center-3.mp4,P18,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-dj-center/anon_P18-rsz-fps15-dj-center-4.mp4,P18,dj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P18-rsz-fps15/anon_P18-rsz-fps15-dj-center/anon_P18-rsz-fps15-dj-center-5.mp4,P18,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-cmj-center/anon_P19-rsz-fps15-cmj-center-1.mp4,P19,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-cmj-center/anon_P19-rsz-fps15-cmj-center-2.mp4,P19,cmj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-cmj-center/anon_P19-rsz-fps15-cmj-center-3.mp4,P19,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-cmj-center/anon_P19-rsz-fps15-cmj-center-4.mp4,P19,cmj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-cmj-center/anon_P19-rsz-fps15-cmj-center-5.mp4,P19,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-dj-center/anon_P19-rsz-fps15-dj-center-1.mp4,P19,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-dj-center/anon_P19-rsz-fps15-dj-center-2.mp4,P19,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-dj-center/anon_P19-rsz-fps15-dj-center-3.mp4,P19,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-dj-center/anon_P19-rsz-fps15-dj-center-4.mp4,P19,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P19-rsz-fps15/anon_P19-rsz-fps15-dj-center/anon_P19-rsz-fps15-dj-center-5.mp4,P19,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-cmj-center/anon_P20-rsz-fps15-cmj-center-1.mp4,P20,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-cmj-center/anon_P20-rsz-fps15-cmj-center-2.mp4,P20,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-cmj-center/anon_P20-rsz-fps15-cmj-center-3.mp4,P20,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-cmj-center/anon_P20-rsz-fps15-cmj-center-4.mp4,P20,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-cmj-center/anon_P20-rsz-fps15-cmj-center-5.mp4,P20,cmj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-dj-center/anon_P20-rsz-fps15-dj-center-1.mp4,P20,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-dj-center/anon_P20-rsz-fps15-dj-center-2.mp4,P20,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-dj-center/anon_P20-rsz-fps15-dj-center-3.mp4,P20,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-dj-center/anon_P20-rsz-fps15-dj-center-4.mp4,P20,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P20-rsz-fps15/anon_P20-rsz-fps15-dj-center/anon_P20-rsz-fps15-dj-center-5.mp4,P20,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-cmj-center/anon_P21-rsz-fps15-cmj-center-1.mp4,P21,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-cmj-center/anon_P21-rsz-fps15-cmj-center-2.mp4,P21,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-cmj-center/anon_P21-rsz-fps15-cmj-center-3.mp4,P21,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-cmj-center/anon_P21-rsz-fps15-cmj-center-4.mp4,P21,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-cmj-center/anon_P21-rsz-fps15-cmj-center-5.mp4,P21,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-dj-center/anon_P21-rsz-fps15-dj-center-1.mp4,P21,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-dj-center/anon_P21-rsz-fps15-dj-center-2.mp4,P21,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-dj-center/anon_P21-rsz-fps15-dj-center-3.mp4,P21,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-dj-center/anon_P21-rsz-fps15-dj-center-4.mp4,P21,dj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P21-rsz-fps15/anon_P21-rsz-fps15-dj-center/anon_P21-rsz-fps15-dj-center-5.mp4,P21,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-cmj-center/anon_P22-rsz-fps15-cmj-center-1.mp4,P22,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-cmj-center/anon_P22-rsz-fps15-cmj-center-2.mp4,P22,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-cmj-center/anon_P22-rsz-fps15-cmj-center-3.mp4,P22,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-cmj-center/anon_P22-rsz-fps15-cmj-center-4.mp4,P22,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-cmj-center/anon_P22-rsz-fps15-cmj-center-5.mp4,P22,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-dj-center/anon_P22-rsz-fps15-dj-center-1.mp4,P22,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-dj-center/anon_P22-rsz-fps15-dj-center-2.mp4,P22,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-dj-center/anon_P22-rsz-fps15-dj-center-3.mp4,P22,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-dj-center/anon_P22-rsz-fps15-dj-center-4.mp4,P22,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P22-rsz-fps15/anon_P22-rsz-fps15-dj-center/anon_P22-rsz-fps15-dj-center-5.mp4,P22,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-cmj-center/anon_P23-rsz-fps15-cmj-center-1.mp4,P23,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-cmj-center/anon_P23-rsz-fps15-cmj-center-2.mp4,P23,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-cmj-center/anon_P23-rsz-fps15-cmj-center-3.mp4,P23,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-cmj-center/anon_P23-rsz-fps15-cmj-center-4.mp4,P23,cmj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-cmj-center/anon_P23-rsz-fps15-cmj-center-5.mp4,P23,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-dj-center/anon_P23-rsz-fps15-dj-center-1.mp4,P23,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-dj-center/anon_P23-rsz-fps15-dj-center-2.mp4,P23,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-dj-center/anon_P23-rsz-fps15-dj-center-3.mp4,P23,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-dj-center/anon_P23-rsz-fps15-dj-center-4.mp4,P23,dj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P23-rsz-fps15/anon_P23-rsz-fps15-dj-center/anon_P23-rsz-fps15-dj-center-5.mp4,P23,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-cmj-center/anon_P24-rsz-fps15-cmj-center-1.mp4,P24,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-cmj-center/anon_P24-rsz-fps15-cmj-center-2.mp4,P24,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-cmj-center/anon_P24-rsz-fps15-cmj-center-3.mp4,P24,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-cmj-center/anon_P24-rsz-fps15-cmj-center-4.mp4,P24,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-cmj-center/anon_P24-rsz-fps15-cmj-center-5.mp4,P24,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-dj-center/anon_P24-rsz-fps15-dj-center-1.mp4,P24,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-dj-center/anon_P24-rsz-fps15-dj-center-2.mp4,P24,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-dj-center/anon_P24-rsz-fps15-dj-center-3.mp4,P24,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-dj-center/anon_P24-rsz-fps15-dj-center-4.mp4,P24,dj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P24-rsz-fps15/anon_P24-rsz-fps15-dj-center/anon_P24-rsz-fps15-dj-center-5.mp4,P24,dj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P25-rsz-fps15/anon_P25-rsz-fps15-cmj-center/anon_P25-rsz-fps15-cmj-center-1.mp4,P25,cmj-center,1,1
